Cliente;ID;Tipo;Data da Venda;Categoria;Vendedor;Regional;Duração do Contrato (Meses);Equipe;Valor
Cliente 24;20180478;Produtos;2018-09-28;Upselling;Vendedor 1;Brasil;6;Time 1;155232.0
Cliente 24;20190968;Serviços;2019-03-14;Upselling;Vendedor 1;Brasil;12;Time 1;310464.0
Cliente 24;20190999;Serviços;2019-03-25;Upselling;Vendedor 1;Brasil;13;Time 1;310464.0
Cliente 24;20180343;Licenciamento;2019-04-05;Renovação;Vendedor 1;Brasil;12;Time 1;385335.65
Cliente 24;20191297;Serviços;2019-06-28;Upselling;Vendedor 1;Brasil;12;Time 1;310464.0
Cliente 24;20191580;Licenciamento;2019-09-23;Upselling;Vendedor 1;Brasil;12;Time 1;160371.66
Cliente 24;20201978;Serviços;2020-01-23;Renovação;Vendedor 9;Brasil;12;Time 3;310464.0
Cliente 24;20202281;Serviços;2020-06-25;Cross selling;Vendedor 9;Brasil;1;Time 3;379663.2
Cliente 24;20202065;Licenciamento;2020-06-25;Renovação;Vendedor 9;Brasil;12;Time 3;1110336.08
Cliente 24;20202938;Licenciamento;2021-04-19;Renovação;Vendedor 9;Brasil;1;Time 3;1440707.04
Cliente 25;20180196;Licenciamento;2018-05-15;Novo Logo;Vendedor 3;Brasil;12;Time 1;18053.67
Cliente 25;20180344;Licenciamento;2019-05-10;Renovação;Vendedor 3;Brasil;12;Time 1;22895.98
Cliente 26;20180167;Serviços;2018-05-22;Upselling;Vendedor 6;Brasil;4;Time 3;233023.49
Cliente 26;20180251;Produtos;2018-05-22;Upselling;Vendedor 6;Brasil;12;Time 3;454798.56
Cliente 26;20170137;Serviços;2018-05-24;Renovação;Vendedor 4;Brasil;1;Time 2;36000.0
Cliente 26;20180312;Serviços;2018-06-20;Cross selling;Vendedor 6;Brasil;1;Time 3;8990.0
Cliente 26;20180256;Serviços;2018-07-30;Upselling;Vendedor 6;Brasil;2;Time 3;75799.76
Cliente 26;20180426;Serviços;2018-08-31;Upselling;Vendedor 6;Brasil;13;Time 3;454798.56
Cliente 26;20180526;Serviços;2018-11-05;Upselling;Vendedor 6;Brasil;2;Time 3;75799.76
Cliente 26;20180577;Serviços;2018-11-23;Upselling;Vendedor 6;Brasil;3;Time 3;113699.64
Cliente 26;20180449;Serviços;2018-11-30;Upselling;Vendedor 6;Brasil;2;Time 3;245970.21
Cliente 26;20180581;Serviços;2018-12-21;Upselling;Vendedor 6;Brasil;1;Time 3;151599.52
Cliente 26;20180481;Serviços;2018-12-21;Upselling;Vendedor 6;Brasil;10;Time 3;378998.8
Cliente 26;20190887;Serviços;2019-02-12;Upselling;Vendedor 6;Brasil;3;Time 3;113699.64
Cliente 26;20190693;Produtos;2019-02-18;Upselling;Vendedor 6;Brasil;3;Time 3;56849.82
Cliente 26;20190884;Serviços;2019-02-27;Upselling;Vendedor 6;Brasil;1;Time 3;37899.88
Cliente 26;20191337;Serviços;2019-06-19;Upselling;Vendedor 10;Brasil;7;Time 7;189499.4
Cliente 26;20191393;Serviços;2019-07-25;Upselling;Vendedor 10;Brasil;12;Time 7;324499.2
Cliente 26;20191637;Serviços;2019-09-24;Cross selling;Vendedor 10;Brasil;3;Time 7;113699.64
Cliente 26;20180342;Licenciamento;2019-10-23;Upselling;Vendedor 10;Brasil;12;Time 7;595017.0
Cliente 26;20191638;Serviços;2019-11-27;Upselling;Vendedor 10;Brasil;8;Time 7;303199.04
Cliente 26;20191784;Serviços;2019-11-28;Upselling;Vendedor 10;Brasil;13;Time 7;324506.82
Cliente 26;20191905;Serviços;2020-02-28;Upselling;Vendedor 18;Brasil;13;Time 1;624960.0
Cliente 26;20202676;Licenciamento;2020-10-22;Upselling;Vendedor 18;Brasil;12;Time 1;703362.68
Cliente 26;20202454;Serviços;2020-12-02;Cross selling;Vendedor 18;Brasil;3;Time 1;169013.97
Cliente 26;20213500;Serviços;2021-04-05;Upselling;Vendedor 18;Brasil;2;Time 1;29999.5
Cliente 26;20203055;Serviços;2021-04-29;Renovação;Vendedor 18;Brasil;12;Time 1;704098.56
Cliente 27;20180362;Produtos;2018-06-21;Novo Logo;Vendedor 7;Brasil;6;Time 5;296000.0
Cliente 27;20180471;Produtos;2018-09-17;Upselling;Vendedor 7;Brasil;6;Time 5;184000.0
Cliente 27;20202109;Serviços;2020-03-30;Cross selling;Vendedor 14;Brasil;5;Time 3;70855.18
Cliente 27;20202431;Serviços;2020-07-24;Cross selling;Vendedor 14;Brasil;1;Time 3;75001.48
Cliente 28;20180303;Produtos;2018-06-29;Novo Logo;Vendedor 1;Brasil;24;Time 1;233600.0
Cliente 29;20180397;Licenciamento;2018-07-30;Upselling;Vendedor 2;Brasil;12;Time 2;175451.01
Cliente 29;20180515;Licenciamento;2018-10-23;Upselling;Vendedor 2;Brasil;12;Time 2;225579.87
Cliente 29;20180635;Licenciamento;2019-02-28;Renovação;Vendedor 9;Brasil;12;Time 3;329425.17
Cliente 3;20180041;Serviços;2018-01-11;Cross selling;Vendedor 2;Brasil;1;Time 2;327260.83
Cliente 3;20180156;Serviços;2018-03-29;Upselling;Vendedor 4;Brasil;1;Time 2;203403.76
Cliente 3;20180040;Licenciamento;2018-03-29;Cross selling;Vendedor 4;Brasil;12;Time 2;1631893.57
Cliente 3;20189999;Licenciamento;2018-09-28;Renovação;Vendedor 4;Brasil;12;Time 2;5927305.0
Cliente 3;20180677;Licenciamento;2019-01-15;Upselling;Vendedor 10;Brasil;33;Time 7;160519.81
Cliente 3;20190873;Licenciamento;2019-01-31;Upselling;Vendedor 10;Brasil;32;Time 7;1142316.45
Cliente 3;20191139;Licenciamento;2019-04-18;Upselling;Vendedor 10;Brasil;12;Time 7;129408.43
Cliente 3;20191159;Licenciamento;2019-04-18;Upselling;Vendedor 10;Brasil;12;Time 7;310580.23
Cliente 3;20191247;Serviços;2019-05-27;Cross selling;Vendedor 10;Brasil;1;Time 7;258249.27
Cliente 3;20180430;Serviços;2019-05-27;Cross selling;Vendedor 10;Brasil;1;Time 7;274075.07
Cliente 3;20180346;Licenciamento;2019-08-07;Renovação;Vendedor 10;Brasil;37;Time 7;2266667.0
Cliente 3;20191478;Licenciamento;2019-08-09;Upselling;Vendedor 10;Brasil;2;Time 7;18503.55
Cliente 3;20191479;Licenciamento;2019-08-09;Upselling;Vendedor 10;Brasil;12;Time 7;104272.5
Cliente 3;20191480;Licenciamento;2019-08-16;Upselling;Vendedor 10;Brasil;12;Time 7;104272.5
Cliente 3;20191651;Licenciamento;2019-09-26;Renovação;Vendedor 10;Brasil;12;Time 7;5927305.92
Cliente 3;20191160;Licenciamento;2019-10-01;Upselling;Vendedor 10;Brasil;12;Time 7;310580.23
Cliente 3;20191659;Licenciamento;2019-12-13;Renovação;Vendedor 10;Brasil;22;Time 7;578403.08
Cliente 3;20180685;Licenciamento;2020-01-17;Renovação;Vendedor 10;Brasil;12;Time 3;160519.84
Cliente 3;20180686;Licenciamento;2020-01-22;Renovação;Vendedor 10;Brasil;9;Time 3;113902.88
Cliente 3;20191915;Licenciamento;2020-01-24;Renovação;Vendedor 10;Brasil;12;Time 3;6383772.66
Cliente 3;20202099;Licenciamento;2020-01-24;Renovação;Vendedor 10;Brasil;4;Time 3;12539816.58
Cliente 3;20191554;Licenciamento;2020-03-13;Renovação;Vendedor 10;Brasil;12;Time 3;2266666.9
Cliente 3;20202245;Licenciamento;2020-04-29;Renovação;Vendedor 3;Brasil;12;Time 1;671738.63
Cliente 3;20202591;Serviços;2020-09-01;Cross selling;Vendedor 3;Brasil;12;Time 1;127284.0
Cliente 3;20202165;Licenciamento;2020-10-02;Renovação;Vendedor 3;Brasil;12;Time 1;548760.08
Cliente 3;20203199;Licenciamento;2021-01-15;Renovação;Vendedor 3;Brasil;25;Time 1;390371.61
Cliente 3;20203200;Licenciamento;2021-01-19;Renovação;Vendedor 3;Brasil;25;Time 1;1171114.79
Cliente 3;20213656;Produtos;2021-04-07;Upselling;Vendedor 28;Brasil;22;Time 1;1305402.59
Cliente 3;20213846;Produtos;2021-04-20;Cross selling;Vendedor 23;Brasil;13;Time 1;52287.69
Cliente 3;20213656;Produtos;2021-04-23;Upselling;Vendedor 28;Brasil;22;Time 1;1345026.41
Cliente 3;20213662;Produtos;2021-04-30;Upselling;Vendedor 28;Brasil;12;Time 1;656708.75
Cliente 30;20180273;Licenciamento;2018-07-31;Upselling;Vendedor 8;Mexico;6;Time 6;87262.5
Cliente 30;20180258;Licenciamento;2018-11-22;Novo Logo;Vendedor 8;Mexico;38;Time 6;2029860.0
Cliente 30;20180401;Licenciamento;2019-01-25;Renovação;Vendedor 8;Mexico;12;Time 6;523575.0
Cliente 30;20190958;Licenciamento;2019-03-28;Upselling;Vendedor 8;Mexico;10;Time 6;174927.75
Cliente 30;20190692;Licenciamento;2019-07-31;Upselling;Vendedor 8;Mexico;12;Time 6;515520.0
Cliente 30;20191776;Licenciamento;2019-10-31;Upselling;Vendedor 8;Mexico;12;Time 6;607669.2
Cliente 30;20190837;Licenciamento;2019-10-31;Renovação;Vendedor 8;Mexico;12;Time 6;998820.0
Cliente 30;20190836;Licenciamento;2020-01-31;Renovação;Vendedor 8;Mexico;24;Time 9;1466010.0
Cliente 30;20202090;Licenciamento;2020-03-23;Upselling;Vendedor 8;Mexico;38;Time 9;676620.0
Cliente 30;20191803;Licenciamento;2020-06-30;Renovação;Vendedor 8;Mexico;24;Time 9;3640860.0
Cliente 30;20191804;Licenciamento;2020-07-22;Renovação;Vendedor 8;Mexico;13;Time 9;303539.25
Cliente 30;20202247;Licenciamento;2020-07-27;Upselling;Vendedor 8;Mexico;12;Time 9;689373.75
Cliente 30;20202514;Licenciamento;2020-08-17;Renovação;Vendedor 8;Mexico;14;Time 9;601440.0
Cliente 30;20191808;Licenciamento;2020-10-26;Renovação;Vendedor 8;Mexico;12;Time 9;481689.0
Cliente 30;20191809;Licenciamento;2020-10-28;Renovação;Vendedor 8;Mexico;12;Time 9;966637.05
Cliente 30;20213291;Licenciamento;2021-02-10;Renovação;Vendedor 8;Mexico;12;Time 9;733005.0
Cliente 30;20213494;Licenciamento;2021-02-23;Upselling;Vendedor 8;Mexico;12;Time 9;104716.07
Cliente 30;20213600;Licenciamento;2021-03-22;Upselling;Vendedor 8;Mexico;2;Time 9;117472.83
Cliente 30;20213290;Licenciamento;2021-03-25;Renovação;Vendedor 8;Mexico;12;Time 9;676620.0
Cliente 30;20213270;Licenciamento;2021-03-30;Novo Logo;Vendedor 8;Mexico;12;Time 9;2353413.24
Cliente 31;20180472;Serviços;2018-09-24;Novo Logo;Vendedor 4;Brasil;5;Time 2;240000.0
Cliente 31;20180578;Serviços;2018-11-21;Upselling;Vendedor 9;Brasil;1;Time 3;32100.0
Cliente 31;20180622;Serviços;2018-12-09;Upselling;Vendedor 9;Brasil;1;Time 3;21300.0
Cliente 31;20180675;Serviços;2018-12-21;Upselling;Vendedor 9;Brasil;2;Time 3;96000.0
Cliente 31;20180580;Serviços;2019-01-30;Upselling;Vendedor 9;Brasil;6;Time 3;270000.0
Cliente 31;20191000;Serviços;2019-03-25;Upselling;Vendedor 9;Brasil;2;Time 3;134160.0
Cliente 31;20190926;Serviços;2019-04-26;Upselling;Vendedor 9;Brasil;2;Time 3;91200.0
Cliente 31;20191344;Serviços;2019-06-26;Upselling;Vendedor 9;Brasil;1;Time 3;15568.6
Cliente 31;20191612;Serviços;2019-09-24;Upselling;Vendedor 9;Brasil;2;Time 3;84000.0
Cliente 31;20191634;Serviços;2019-09-30;Upselling;Vendedor 9;Brasil;2;Time 3;91200.0
Cliente 31;20191609;Serviços;2019-09-30;Upselling;Vendedor 9;Brasil;4;Time 3;501840.0
Cliente 31;20191723;Serviços;2019-10-14;Upselling;Vendedor 9;Brasil;3;Time 3;142560.0
Cliente 31;20191869;Serviços;2019-11-19;Upselling;Vendedor 9;Brasil;1;Time 3;9600.0
Cliente 31;20191868;Serviços;2019-11-22;Cross selling;Vendedor 9;Brasil;2;Time 3;56160.0
Cliente 32;20180475;Serviços;2018-09-24;Novo Logo;Vendedor 3;Brasil;1;Time 1;32000.0
Cliente 32;20191422;Serviços;2019-08-15;Cross selling;Vendedor 3;Brasil;2;Time 1;104144.28
Cliente 32;20191543;Serviços;2019-08-30;Upselling;Vendedor 3;Brasil;1;Time 1;247445.32
Cliente 33;20180451;Produtos;2018-09-25;Novo Logo;Vendedor 9;Brasil;12;Time 3;316200.0
Cliente 33;20190848;Produtos;2019-11-22;Renovação;Vendedor 9;Brasil;12;Time 3;115736.13
Cliente 33;20191911;Serviços;2019-11-22;Renovação;Vendedor 9;Brasil;12;Time 3;161840.64
Cliente 33;20213678;Produtos;2021-03-22;Upselling;Vendedor 9;Brasil;2;Time 3;19289.36
Cliente 34;20180376;Licenciamento;2018-09-27;Novo Logo;Vendedor 4;Brasil;49;Time 2;962695.0
Cliente 34;20180448;Serviços;2018-09-28;Cross selling;Vendedor 4;Brasil;1;Time 2;36000.0
Cliente 34;20180567;Serviços;2018-11-12;Cross selling;Vendedor 4;Brasil;1;Time 2;8990.0
Cliente 34;20191790;Serviços;2019-12-12;Upselling;Vendedor 13;Brasil;1;Time 3;15000.0
Cliente 34;20202102;Produtos;2020-03-16;Upselling;Vendedor 13;Brasil;36;Time 3;712800.0
Cliente 34;20202420;Serviços;2020-06-30;Upselling;Vendedor 13;Brasil;12;Time 3;151430.4
Cliente 34;20202222;Licenciamento;2020-06-30;Upselling;Vendedor 13;Brasil;27;Time 3;900000.0
Cliente 34;20202995;Produtos;2020-12-14;Renovação;Vendedor 13;Brasil;6;Time 3;151435.02
Cliente 35;20180269;Licenciamento;2018-09-28;Renovação;Vendedor 8;Mexico;12;Time 6;1040437.5
Cliente 36;20180486;Serviços;2018-10-01;Novo Logo;Vendedor 3;Brasil;1;Time 1;31200.0
Cliente 37;20180439;Licenciamento;2018-10-11;Renovação;Vendedor 8;Mexico;12;Time 6;593385.0
Cliente 37;20180534;Licenciamento;2018-10-30;Novo Logo;Vendedor 8;Mexico;12;Time 6;429600.0
Cliente 37;20180458;Licenciamento;2018-11-20;Renovação;Vendedor 8;Mexico;12;Time 6;418860.0
Cliente 37;20180291;Licenciamento;2018-11-29;Renovação;Vendedor 8;Mexico;12;Time 6;279240.0
Cliente 37;20180613;Licenciamento;2018-12-18;Upselling;Vendedor 8;Mexico;11;Time 6;884443.35
Cliente 37;20180684;Licenciamento;2018-12-27;Upselling;Vendedor 8;Mexico;10;Time 6;214681.86
Cliente 37;20191002;Licenciamento;2019-03-26;Upselling;Vendedor 8;Mexico;7;Time 6;25738.41
Cliente 37;20191079;Licenciamento;2019-07-27;Upselling;Vendedor 8;Mexico;16;Time 6;1981245.39
Cliente 37;20191716;Licenciamento;2019-10-16;Upselling;Vendedor 8;Mexico;12;Time 6;418860.0
Cliente 38;20180438;Licenciamento;2018-10-31;Upselling;Vendedor 8;Mexico;15;Time 6;322200.0
Cliente 38;20180290;Licenciamento;2019-01-24;Renovação;Vendedor 8;Mexico;12;Time 6;644400.0
Cliente 38;20191792;Licenciamento;2020-01-14;Renovação;Vendedor 8;Mexico;12;Time 9;257760.0
Cliente 38;20201956;Licenciamento;2020-01-14;Renovação;Vendedor 8;Mexico;12;Time 9;687360.0
Cliente 38;20190839;Licenciamento;2020-01-17;Renovação;Vendedor 8;Mexico;12;Time 9;257760.0
Cliente 39;20180570;Serviços;2018-11-12;Upselling;Vendedor 6;Brasil;1;Time 3;4495.0
Cliente 4;20180035;Serviços;2018-01-24;Upselling;Vendedor 2;Brasil;3;Time 2;198750.0
Cliente 4;20180090;Serviços;2018-01-31;Upselling;Vendedor 2;Brasil;12;Time 2;139552.0
Cliente 4;20170133;Licenciamento;2018-01-31;Upselling;Vendedor 2;Brasil;12;Time 2;249819.77
Cliente 4;20180089;Serviços;2018-02-09;Upselling;Vendedor 2;Brasil;5;Time 2;308088.25
Cliente 4;20170134;Licenciamento;2018-02-14;Upselling;Vendedor 2;Brasil;12;Time 2;254476.08
Cliente 4;20170105;Serviços;2018-03-06;Upselling;Vendedor 2;Brasil;11;Time 2;398562.0
Cliente 4;20180184;Serviços;2018-04-24;Upselling;Vendedor 2;Brasil;1;Time 2;80000.0
Cliente 4;20180381;Serviços;2018-07-13;Upselling;Vendedor 2;Brasil;3;Time 2;95400.0
Cliente 4;20180418;Serviços;2018-08-15;Upselling;Vendedor 2;Brasil;1;Time 2;48150.0
Cliente 4;20180477;Serviços;2018-09-20;Upselling;Vendedor 2;Brasil;2;Time 2;46200.0
Cliente 4;20180502;Licenciamento;2018-10-24;Upselling;Vendedor 2;Brasil;14;Time 2;206191.57
Cliente 4;20180503;Licenciamento;2018-10-24;Upselling;Vendedor 2;Brasil;14;Time 2;252067.1
Cliente 4;20180421;Licenciamento;2018-10-24;Upselling;Vendedor 2;Brasil;14;Time 2;294737.19
Cliente 4;20180422;Serviços;2018-10-24;Upselling;Vendedor 2;Brasil;5;Time 2;340000.0
Cliente 4;20180573;Licenciamento;2018-11-12;Upselling;Vendedor 3;Brasil;14;Time 1;90784.44
Cliente 4;20180605;Serviços;2018-11-29;Upselling;Vendedor 3;Brasil;8;Time 1;98000.0
Cliente 4;20180606;Licenciamento;2018-11-29;Upselling;Vendedor 3;Brasil;12;Time 1;136176.66
Cliente 4;20180559;Licenciamento;2018-12-21;Upselling;Vendedor 3;Brasil;12;Time 1;186793.75
Cliente 4;20180560;Serviços;2018-12-21;Upselling;Vendedor 3;Brasil;2;Time 1;278927.69
Cliente 4;20180548;Serviços;2019-01-08;Cross selling;Vendedor 3;Brasil;1;Time 1;15899.16
Cliente 4;20191168;Licenciamento;2019-04-23;Upselling;Vendedor 3;Brasil;12;Time 1;256441.68
Cliente 4;20190762;Licenciamento;2019-04-23;Upselling;Vendedor 3;Brasil;12;Time 1;963921.84
Cliente 4;20191256;Licenciamento;2019-05-23;Upselling;Vendedor 3;Brasil;15;Time 1;22950.52
Cliente 4;20191266;Serviços;2019-05-28;Upselling;Vendedor 3;Brasil;1;Time 1;58000.0
Cliente 4;20191267;Licenciamento;2019-05-28;Upselling;Vendedor 3;Brasil;13;Time 1;256086.36
Cliente 4;20191238;Serviços;2019-06-25;Upselling;Vendedor 14;Brasil;4;Time 3;109845.66
Cliente 4;20191076;Serviços;2019-06-26;Upselling;Vendedor 14;Brasil;8;Time 3;353001.6
Cliente 4;20191130;Licenciamento;2019-08-26;Upselling;Vendedor 3;Brasil;12;Time 1;45901.05
Cliente 4;20191170;Licenciamento;2019-08-26;Upselling;Vendedor 3;Brasil;12;Time 1;75900.05
Cliente 4;20191131;Serviços;2019-08-26;Upselling;Vendedor 3;Brasil;4;Time 1;647795.56
Cliente 4;20191571;Licenciamento;2019-08-28;Upselling;Vendedor 3;Brasil;12;Time 1;137703.12
Cliente 4;20191760;Serviços;2019-11-14;Upselling;Vendedor 3;Brasil;5;Time 1;262889.3
Cliente 4;20191724;Licenciamento;2020-01-08;Renovação;Vendedor 3;Brasil;12;Time 1;227948.16
Cliente 4;20201980;Licenciamento;2020-02-27;Renovação;Vendedor 3;Brasil;12;Time 1;220330.44
Cliente 4;20202154;Licenciamento;2020-03-09;Renovação;Vendedor 3;Brasil;12;Time 1;14246.76
Cliente 4;20202155;Licenciamento;2020-03-09;Renovação;Vendedor 3;Brasil;12;Time 1;116001.0
Cliente 4;20202074;Licenciamento;2020-03-09;Renovação;Vendedor 3;Brasil;12;Time 1;344257.8
Cliente 4;20202270;Serviços;2020-04-20;Renovação;Vendedor 3;Brasil;2;Time 1;175607.5
Cliente 4;20202347;Licenciamento;2020-05-26;Upselling;Vendedor 3;Brasil;12;Time 1;165655.56
Cliente 4;20191725;Licenciamento;2020-05-26;Renovação;Vendedor 3;Brasil;24;Time 1;388818.4
Cliente 4;20191656;Licenciamento;2020-05-26;Renovação;Vendedor 3;Brasil;24;Time 1;475326.54
Cliente 4;20201964;Licenciamento;2020-06-12;Upselling;Vendedor 3;Brasil;12;Time 1;87605.18
Cliente 4;20201960;Licenciamento;2020-06-22;Renovação;Vendedor 3;Brasil;12;Time 1;2082394.71
Cliente 4;20202119;Serviços;2020-06-25;Renovação;Vendedor 3;Brasil;3;Time 1;78120.0
Cliente 4;20202330;Serviços;2020-08-06;Renovação;Vendedor 3;Brasil;8;Time 1;208320.0
Cliente 4;20202566;Serviços;2020-08-21;Upselling;Vendedor 3;Brasil;3;Time 1;139230.0
Cliente 4;20202606;Serviços;2020-08-24;Upselling;Vendedor 3;Brasil;1;Time 1;113800.0
Cliente 4;20202922;Licenciamento;2020-10-15;Upselling;Vendedor 3;Brasil;25;Time 1;333238.92
Cliente 4;20203062;Licenciamento;2020-10-22;Upselling;Vendedor 3;Brasil;12;Time 1;68988.3
Cliente 4;20202955;Licenciamento;2020-10-22;Upselling;Vendedor 3;Brasil;12;Time 1;83309.7
Cliente 4;20202942;Licenciamento;2020-10-22;Upselling;Vendedor 3;Brasil;25;Time 1;388788.68
Cliente 4;20202948;Licenciamento;2020-10-30;Upselling;Vendedor 3;Brasil;13;Time 1;275950.08
Cliente 4;20191822;Licenciamento;2020-11-03;Renovação;Vendedor 3;Brasil;13;Time 1;223801.84
Cliente 4;20202269;Licenciamento;2020-12-18;Upselling;Vendedor 3;Brasil;24;Time 1;748118.92
Cliente 4;20202491;Serviços;2020-12-22;Upselling;Vendedor 3;Brasil;3;Time 1;29887.8
Cliente 4;20203150;Licenciamento;2021-02-02;Renovação;Vendedor 3;Brasil;12;Time 1;137275.36
Cliente 4;20213620;Serviços;2021-03-15;Renovação;Vendedor 3;Brasil;9;Time 1;208320.0
Cliente 4;20213528;Licenciamento;2021-03-19;Renovação;Vendedor 3;Brasil;12;Time 1;382597.81
Cliente 4;20213802;Produtos;2021-04-01;Upselling;Vendedor 3;Brasil;12;Time 1;49952.97
Cliente 4;20203098;Produtos;2021-04-30;Cross selling;Vendedor 29;Brasil;12;Time 1;563546.2
Cliente 40;20180571;Serviços;2018-11-12;Upselling;Vendedor 3;Brasil;1;Time 1;4495.0
Cliente 40;20180572;Serviços;2018-11-12;Upselling;Vendedor 3;Brasil;1;Time 1;26070.0
Cliente 40;20191306;Serviços;2019-06-17;Upselling;Vendedor 3;Brasil;1;Time 1;22474.98
Cliente 41;20180490;Produtos;2018-11-14;Novo Logo;Vendedor 1;Brasil;2;Time 1;87000.0
Cliente 42;20180626;Serviços;2018-12-12;Novo Logo;Vendedor 9;Brasil;1;Time 3;48000.0
Cliente 42;20190922;Serviços;2019-02-28;Upselling;Vendedor 9;Brasil;2;Time 3;55198.8
Cliente 42;20191119;Produtos;2019-03-28;Upselling;Vendedor 11;Brasil;5;Time 3;150000.0
Cliente 42;20180583;Produtos;2019-05-08;Novo Logo;Vendedor 11;Brasil;5;Time 3;178560.0
Cliente 42;20191206;Produtos;2019-05-14;Upselling;Vendedor 14;Brasil;1;Time 3;27000.0
Cliente 42;20191145;Serviços;2019-05-22;Upselling;Vendedor 9;Brasil;4;Time 3;73778.88
Cliente 43;20180659;Serviços;2018-12-18;Cross selling;Vendedor 6;Brasil;2;Time 3;31109.84
Cliente 43;20180319;Licenciamento;2018-12-18;Cross selling;Vendedor 6;Brasil;12;Time 3;87330.21
Cliente 43;20180658;Serviços;2018-12-18;Upselling;Vendedor 6;Brasil;2;Time 3;130000.0
Cliente 43;20180518;Produtos;2018-12-18;Upselling;Vendedor 6;Brasil;12;Time 3;894024.0
Cliente 43;20191147;Produtos;2019-05-08;Upselling;Vendedor 13;Brasil;13;Time 3;197340.0
Cliente 43;20190704;Serviços;2019-05-08;Upselling;Vendedor 13;Brasil;12;Time 3;292800.0
Cliente 43;20191129;Serviços;2019-05-08;Upselling;Vendedor 13;Brasil;12;Time 3;306660.0
Cliente 43;20191151;Serviços;2019-05-08;Upselling;Vendedor 13;Brasil;12;Time 3;343203.88
Cliente 43;20180217;Licenciamento;2019-07-17;Upselling;Vendedor 13;Brasil;22;Time 3;573915.0
Cliente 43;20191810;Serviços;2019-11-22;Upselling;Vendedor 13;Brasil;1;Time 3;43795.0
Cliente 43;20190847;Produtos;2019-12-18;Upselling;Vendedor 13;Brasil;12;Time 3;670518.0
Cliente 43;20180674;Licenciamento;2019-12-19;Cross selling;Vendedor 13;Brasil;37;Time 3;618480.0
Cliente 43;20201977;Serviços;2020-03-03;Upselling;Vendedor 13;Brasil;6;Time 3;147934.08
Cliente 44;20180375;Licenciamento;2018-12-21;Renovação;Vendedor 8;Mexico;12;Time 6;402750.0
Cliente 44;20190917;Licenciamento;2019-04-29;Novo Logo;Vendedor 8;Mexico;13;Time 6;547740.0
Cliente 44;20190941;Licenciamento;2019-05-21;Upselling;Vendedor 8;Mexico;9;Time 6;935470.11
Cliente 44;20191885;Licenciamento;2019-12-03;Upselling;Vendedor 8;Mexico;25;Time 6;2110324.08
Cliente 44;20190842;Licenciamento;2020-01-24;Renovação;Vendedor 8;Mexico;24;Time 9;563850.0
Cliente 44;20202359;Licenciamento;2020-05-28;Renovação;Vendedor 8;Mexico;38;Time 9;177639.6
Cliente 44;20213289;Licenciamento;2021-02-09;Renovação;Vendedor 8;Mexico;12;Time 9;281925.0
Cliente 44;20213287;Licenciamento;2021-02-09;Renovação;Vendedor 8;Mexico;12;Time 9;343680.0
Cliente 44;20213288;Licenciamento;2021-02-09;Renovação;Vendedor 8;Mexico;12;Time 9;1006875.0
Cliente 45;20180352;Licenciamento;2018-12-27;Renovação;Vendedor 1;Brasil;12;Time 1;230136.72
Cliente 46;20180306;Serviços;2018-12-28;Cross selling;Vendedor 1;Brasil;5;Time 1;252856.47
Cliente 46;20202349;Serviços;2020-06-26;Upselling;Vendedor 1;Brasil;12;Time 1;201484.8
Cliente 47;20180393;Serviços;2019-01-15;Cross selling;Vendedor 3;Brasil;12;Time 1;25600.0
Cliente 47;20170301;Licenciamento;2019-01-15;Renovação;Vendedor 3;Brasil;12;Time 1;166950.0
Cliente 47;20191691;Licenciamento;2020-02-03;Renovação;Vendedor 3;Brasil;24;Time 1;331792.2
Cliente 48;20180444;Licenciamento;2019-01-30;Novo Logo;Vendedor 8;Mexico;32;Time 6;547740.0
Cliente 49;20180180;Serviços;2019-01-31;Upselling;Vendedor 3;Brasil;1;Time 1;39469.99
Cliente 5;20170152;Serviços;2018-01-24;Upselling;Vendedor 3;Brasil;2;Time 1;157297.2
Cliente 5;20180110;Serviços;2018-03-02;Upselling;Vendedor 3;Brasil;2;Time 1;45020.1
Cliente 5;20180112;Serviços;2018-03-05;Upselling;Vendedor 3;Brasil;7;Time 1;162796.5
Cliente 5;20180113;Serviços;2018-03-05;Upselling;Vendedor 3;Brasil;8;Time 1;1010653.2
Cliente 5;20180155;Serviços;2018-03-28;Upselling;Vendedor 3;Brasil;12;Time 1;332640.0
Cliente 5;20180128;Serviços;2018-04-02;Upselling;Vendedor 3;Brasil;6;Time 1;945932.4
Cliente 5;20180142;Serviços;2018-04-02;Upselling;Vendedor 3;Brasil;13;Time 1;951050.64
Cliente 5;20180129;Serviços;2018-05-11;Upselling;Vendedor 3;Brasil;8;Time 1;1297361.52
Cliente 5;20180230;Serviços;2018-05-14;Cross selling;Vendedor 3;Brasil;4;Time 1;282120.0
Cliente 5;20180236;Serviços;2018-05-18;Upselling;Vendedor 3;Brasil;4;Time 1;263501.7
Cliente 5;20170202;Licenciamento;2018-06-15;Renovação;Vendedor 3;Brasil;12;Time 1;1657500.0
Cliente 5;20180254;Licenciamento;2018-06-15;Upselling;Vendedor 3;Brasil;37;Time 1;1657500.0
Cliente 5;20170201;Licenciamento;2018-06-15;Renovação;Vendedor 3;Brasil;14;Time 1;1838012.37
Cliente 5;20170200;Licenciamento;2018-06-15;Renovação;Vendedor 3;Brasil;12;Time 1;3111782.64
