"cliente","id","tipo","data_da_venda","categoria","vendedor","regional","duracao_do_contrato_meses","equipe","valor"
"Cliente 24","2020-2065","Licenciamento","2020-06-25","Renovação","Vendedor 9","Brasil",12,"Time 3","R$ 1.110.336,08"
"Cliente 24","2020-2938","Licenciamento","2021-04-19","Renovação","Vendedor 9","Brasil",1,"Time 3","R$ 1.440.707,04"
"Cliente 25","2018-0196","Licenciamento","2018-05-15","Novo Logo","Vendedor 3","Brasil",12,"Time 1","R$ 18.053,67"
"Cliente 25","2018-0344","Licenciamento","2019-05-10","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 22.895,98"
"Cliente 26","2018-0167","Serviços","2018-05-22","Upselling","Vendedor 6","Brasil",4,"Time 3","R$ 233.023,49"
"Cliente 26","2018-0251","Produtos","2018-05-22","Upselling","Vendedor 6","Brasil",12,"Time 3","R$ 454.798,56"
"Cliente 26","2017-0137","Serviços","2018-05-24","Renovação","Vendedor 4","Brasil",1,"Time 2","R$ 36.000,00"
"Cliente 26","2018-0312","Serviços","2018-06-20","Cross selling","Vendedor 6","Brasil",1,"Time 3","R$ 8.990,00"
"Cliente 26","2018-0256","Serviços","2018-07-30","Upselling","Vendedor 6","Brasil",2,"Time 3","R$ 75.799,76"
"Cliente 26","2018-0426","Serviços","2018-08-31","Upselling","Vendedor 6","Brasil",13,"Time 3","R$ 454.798,56"
"Cliente 26","2018-0526","Serviços","2018-11-05","Upselling","Vendedor 6","Brasil",2,"Time 3","R$ 75.799,76"
"Cliente 26","2018-0577","Serviços","2018-11-23","Upselling","Vendedor 6","Brasil",3,"Time 3","R$ 113.699,64"
"Cliente 26","2018-0449","Serviços","2018-11-30","Upselling","Vendedor 6","Brasil",2,"Time 3","R$ 245.970,21"
"Cliente 26","2018-0581","Serviços","2018-12-21","Upselling","Vendedor 6","Brasil",1,"Time 3","R$ 151.599,52"
"Cliente 26","2018-0481","Serviços","2018-12-21","Upselling","Vendedor 6","Brasil",10,"Time 3","R$ 378.998,80"
"Cliente 26","2019-0887","Serviços","2019-02-12","Upselling","Vendedor 6","Brasil",3,"Time 3","R$ 113.699,64"
"Cliente 26","2019-0693","Produtos","2019-02-18","Upselling","Vendedor 6","Brasil",3,"Time 3","R$ 56.849,82"
"Cliente 26","2019-0884","Serviços","2019-02-27","Upselling","Vendedor 6","Brasil",1,"Time 3","R$ 37.899,88"
"Cliente 26","2019-1337","Serviços","2019-06-19","Upselling","Vendedor 10","Brasil",7,"Time 7","R$ 189.499,40"
"Cliente 26","2019-1393","Serviços","2019-07-25","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 324.499,20"
"Cliente 26","2019-1637","Serviços","2019-09-24","Cross selling","Vendedor 10","Brasil",3,"Time 7","R$ 113.699,64"
"Cliente 26","2018-0342","Licenciamento","2019-10-23","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 595.017,00"
"Cliente 26","2019-1638","Serviços","2019-11-27","Upselling","Vendedor 10","Brasil",8,"Time 7","R$ 303.199,04"
"Cliente 26","2019-1784","Serviços","2019-11-28","Upselling","Vendedor 10","Brasil",13,"Time 7","R$ 324.506,82"
"Cliente 26","2019-1905","Serviços","2020-02-28","Upselling","Vendedor 18","Brasil",13,"Time 1","R$ 624.960,00"
"Cliente 26","2020-2676","Licenciamento","2020-10-22","Upselling","Vendedor 18","Brasil",12,"Time 1","R$ 703.362,68"
"Cliente 26","2020-2454","Serviços","2020-12-02","Cross selling","Vendedor 18","Brasil",3,"Time 1","R$ 169.013,97"
"Cliente 26","2021-3500","Serviços","2021-04-05","Upselling","Vendedor 18","Brasil",2,"Time 1","R$ 29.999,50"
"Cliente 26","2020-3055","Serviços","2021-04-29","Renovação","Vendedor 18","Brasil",12,"Time 1","R$ 704.098,56"
"Cliente 27","2018-0362","Produtos","2018-06-21","Novo Logo","Vendedor 7","Brasil",6,"Time 5","R$ 296.000,00"
"Cliente 27","2018-0471","Produtos","2018-09-17","Upselling","Vendedor 7","Brasil",6,"Time 5","R$ 184.000,00"
"Cliente 27","2020-2109","Serviços","2020-03-30","Cross selling","Vendedor 14","Brasil",5,"Time 3","R$ 70.855,18"
"Cliente 27","2020-2431","Serviços","2020-07-24","Cross selling","Vendedor 14","Brasil",1,"Time 3","R$ 75.001,48"
"Cliente 28","2018-0303","Produtos","2018-06-29","Novo Logo","Vendedor 1","Brasil",24,"Time 1","R$ 233.600,00"
"Cliente 29","2018-0397","Licenciamento","2018-07-30","Upselling","Vendedor 2","Brasil",12,"Time 2","R$ 175.451,01"
"Cliente 29","2018-0515","Licenciamento","2018-10-23","Upselling","Vendedor 2","Brasil",12,"Time 2","R$ 225.579,87"
"Cliente 29","2018-0635","Licenciamento","2019-02-28","Renovação","Vendedor 9","Brasil",12,"Time 3","R$ 329.425,17"
"Cliente 3","2018-0041","Serviços","2018-01-11","Cross selling","Vendedor 2","Brasil",1,"Time 2","R$ 327.260,83"
"Cliente 3","2018-0156","Serviços","2018-03-29","Upselling","Vendedor 4","Brasil",1,"Time 2","R$ 203.403,76"
"Cliente 3","2018-0040","Licenciamento","2018-03-29","Cross selling","Vendedor 4","Brasil",12,"Time 2","R$ 1.631.893,57"
"Cliente 3","2018-9999","Licenciamento","2018-09-28","Renovação","Vendedor 4","Brasil",12,"Time 2","R$ 5.927.305,00"
"Cliente 3","2018-0677","Licenciamento","2019-01-15","Upselling","Vendedor 10","Brasil",33,"Time 7","R$ 160.519,81"
"Cliente 3","2019-0873","Licenciamento","2019-01-31","Upselling","Vendedor 10","Brasil",32,"Time 7","R$ 1.142.316,45"
"Cliente 3","2019-1139","Licenciamento","2019-04-18","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 129.408,43"
"Cliente 3","2019-1159","Licenciamento","2019-04-18","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 310.580,23"
"Cliente 3","2019-1247","Serviços","2019-05-27","Cross selling","Vendedor 10","Brasil",1,"Time 7","R$ 258.249,27"
"Cliente 3","2018-0430","Serviços","2019-05-27","Cross selling","Vendedor 10","Brasil",1,"Time 7","R$ 274.075,07"
"Cliente 3","2018-0346","Licenciamento","2019-08-07","Renovação","Vendedor 10","Brasil",37,"Time 7","R$ 2.266.667,00"
"Cliente 3","2019-1478","Licenciamento","2019-08-09","Upselling","Vendedor 10","Brasil",2,"Time 7","R$ 18.503,55"
"Cliente 3","2019-1479","Licenciamento","2019-08-09","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 104.272,50"
"Cliente 3","2019-1480","Licenciamento","2019-08-16","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 104.272,50"
"Cliente 3","2019-1651","Licenciamento","2019-09-26","Renovação","Vendedor 10","Brasil",12,"Time 7","R$ 5.927.305,92"
"Cliente 3","2019-1160","Licenciamento","2019-10-01","Upselling","Vendedor 10","Brasil",12,"Time 7","R$ 310.580,23"
"Cliente 3","2019-1659","Licenciamento","2019-12-13","Renovação","Vendedor 10","Brasil",22,"Time 7","R$ 578.403,08"
"Cliente 3","2018-0685","Licenciamento","2020-01-17","Renovação","Vendedor 10","Brasil",12,"Time 3","R$ 160.519,84"
"Cliente 3","2018-0686","Licenciamento","2020-01-22","Renovação","Vendedor 10","Brasil",9,"Time 3","R$ 113.902,88"
"Cliente 3","2019-1915","Licenciamento","2020-01-24","Renovação","Vendedor 10","Brasil",12,"Time 3","R$ 6.383.772,66"
"Cliente 3","2020-2099","Licenciamento","2020-01-24","Renovação","Vendedor 10","Brasil",4,"Time 3","R$ 12.539.816,58"
"Cliente 3","2019-1554","Licenciamento","2020-03-13","Renovação","Vendedor 10","Brasil",12,"Time 3","R$ 2.266.666,90"
"Cliente 3","2020-2245","Licenciamento","2020-04-29","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 671.738,63"
"Cliente 3","2020-2591","Serviços","2020-09-01","Cross selling","Vendedor 3","Brasil",12,"Time 1","R$ 127.284,00"
"Cliente 3","2020-2165","Licenciamento","2020-10-02","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 548.760,08"
"Cliente 3","2020-3199","Licenciamento","2021-01-15","Renovação","Vendedor 3","Brasil",25,"Time 1","R$ 390.371,61"
"Cliente 3","2020-3200","Licenciamento","2021-01-19","Renovação","Vendedor 3","Brasil",25,"Time 1","R$ 1.171.114,79"
"Cliente 3","2021-3656","Produtos","2021-04-07","Upselling","Vendedor 28","Brasil",22,"Time 1","R$ 1.305.402,59"
"Cliente 3","2021-3846","Produtos","2021-04-20","Cross selling","Vendedor 23","Brasil",13,"Time 1","R$ 52.287,69"
"Cliente 3","2021-3656","Produtos","2021-04-23","Upselling","Vendedor 28","Brasil",22,"Time 1","R$ 1.345.026,41"
"Cliente 3","2021-3662","Produtos","2021-04-30","Upselling","Vendedor 28","Brasil",12,"Time 1","R$ 656.708,75"
"Cliente 30","2018-0273","Licenciamento","2018-07-31","Upselling","Vendedor 8","Mexico",6,"Time 6","R$ 87.262,50"
"Cliente 30","2018-0258","Licenciamento","2018-11-22","Novo Logo","Vendedor 8","Mexico",38,"Time 6","R$ 2.029.860,00"
"Cliente 30","2018-0401","Licenciamento","2019-01-25","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 523.575,00"
"Cliente 30","2019-0958","Licenciamento","2019-03-28","Upselling","Vendedor 8","Mexico",10,"Time 6","R$ 174.927,75"
"Cliente 30","2019-0692","Licenciamento","2019-07-31","Upselling","Vendedor 8","Mexico",12,"Time 6","R$ 515.520,00"
"Cliente 30","2019-1776","Licenciamento","2019-10-31","Upselling","Vendedor 8","Mexico",12,"Time 6","R$ 607.669,20"
"Cliente 30","2019-0837","Licenciamento","2019-10-31","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 998.820,00"
"Cliente 30","2019-0836","Licenciamento","2020-01-31","Renovação","Vendedor 8","Mexico",24,"Time 9","R$ 1.466.010,00"
"Cliente 30","2020-2090","Licenciamento","2020-03-23","Upselling","Vendedor 8","Mexico",38,"Time 9","R$ 676.620,00"
"Cliente 30","2019-1803","Licenciamento","2020-06-30","Renovação","Vendedor 8","Mexico",24,"Time 9","R$ 3.640.860,00"
"Cliente 30","2019-1804","Licenciamento","2020-07-22","Renovação","Vendedor 8","Mexico",13,"Time 9","R$ 303.539,25"
"Cliente 30","2020-2247","Licenciamento","2020-07-27","Upselling","Vendedor 8","Mexico",12,"Time 9","R$ 689.373,75"
"Cliente 30","2020-2514","Licenciamento","2020-08-17","Renovação","Vendedor 8","Mexico",14,"Time 9","R$ 601.440,00"
"Cliente 30","2019-1808","Licenciamento","2020-10-26","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 481.689,00"
"Cliente 30","2019-1809","Licenciamento","2020-10-28","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 966.637,05"
"Cliente 30","2021-3291","Licenciamento","2021-02-10","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 733.005,00"
"Cliente 30","2021-3494","Licenciamento","2021-02-23","Upselling","Vendedor 8","Mexico",12,"Time 9","R$ 104.716,07"
"Cliente 30","2021-3600","Licenciamento","2021-03-22","Upselling","Vendedor 8","Mexico",2,"Time 9","R$ 117.472,83"
"Cliente 30","2021-3290","Licenciamento","2021-03-25","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 676.620,00"
"Cliente 30","2021-3270","Licenciamento","2021-03-30","Novo Logo","Vendedor 8","Mexico",12,"Time 9","R$ 2.353.413,24"
"Cliente 31","2018-0472","Serviços","2018-09-24","Novo Logo","Vendedor 4","Brasil",5,"Time 2","R$ 240.000,00"
"Cliente 31","2018-0578","Serviços","2018-11-21","Upselling","Vendedor 9","Brasil",1,"Time 3","R$ 32.100,00"
"Cliente 31","2018-0622","Serviços","2018-12-09","Upselling","Vendedor 9","Brasil",1,"Time 3","R$ 21.300,00"
"Cliente 31","2018-0675","Serviços","2018-12-21","Upselling","Vendedor 9","Brasil",2,"Time 3","R$ 96.000,00"
"Cliente 31","2018-0580","Serviços","2019-01-30","Upselling","Vendedor 9","Brasil",6,"Time 3","R$ 270.000,00"
"Cliente 31","2019-1000","Serviços","2019-03-25","Upselling","Vendedor 9","Brasil",2,"Time 3","R$ 134.160,00"
"Cliente 31","2019-0926","Serviços","2019-04-26","Upselling","Vendedor 9","Brasil",2,"Time 3","R$ 91.200,00"
"Cliente 31","2019-1344","Serviços","2019-06-26","Upselling","Vendedor 9","Brasil",1,"Time 3","R$ 15.568,60"
"Cliente 31","2019-1612","Serviços","2019-09-24","Upselling","Vendedor 9","Brasil",2,"Time 3","R$ 84.000,00"
"Cliente 31","2019-1634","Serviços","2019-09-30","Upselling","Vendedor 9","Brasil",2,"Time 3","R$ 91.200,00"
"Cliente 31","2019-1609","Serviços","2019-09-30","Upselling","Vendedor 9","Brasil",4,"Time 3","R$ 501.840,00"
"Cliente 31","2019-1723","Serviços","2019-10-14","Upselling","Vendedor 9","Brasil",3,"Time 3","R$ 142.560,00"
"Cliente 31","2019-1869","Serviços","2019-11-19","Upselling","Vendedor 9","Brasil",1,"Time 3","R$ 9.600,00"
"Cliente 31","2019-1868","Serviços","2019-11-22","Cross selling","Vendedor 9","Brasil",2,"Time 3","R$ 56.160,00"
"Cliente 32","2018-0475","Serviços","2018-09-24","Novo Logo","Vendedor 3","Brasil",1,"Time 1","R$ 32.000,00"
"Cliente 32","2019-1422","Serviços","2019-08-15","Cross selling","Vendedor 3","Brasil",2,"Time 1","R$ 104.144,28"
"Cliente 32","2019-1543","Serviços","2019-08-30","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 247.445,32"
"Cliente 33","2018-0451","Produtos","2018-09-25","Novo Logo","Vendedor 9","Brasil",12,"Time 3","R$ 316.200,00"
"Cliente 33","2019-0848","Produtos","2019-11-22","Renovação","Vendedor 9","Brasil",12,"Time 3","R$ 115.736,13"
"Cliente 33","2019-1911","Serviços","2019-11-22","Renovação","Vendedor 9","Brasil",12,"Time 3","R$ 161.840,64"
"Cliente 33","2021-3678","Produtos","2021-03-22","Upselling","Vendedor 9","Brasil",2,"Time 3","R$ 19.289,36"
"Cliente 34","2018-0376","Licenciamento","2018-09-27","Novo Logo","Vendedor 4","Brasil",49,"Time 2","R$ 962.695,00"
"Cliente 34","2018-0448","Serviços","2018-09-28","Cross selling","Vendedor 4","Brasil",1,"Time 2","R$ 36.000,00"
"Cliente 34","2018-0567","Serviços","2018-11-12","Cross selling","Vendedor 4","Brasil",1,"Time 2","R$ 8.990,00"
"Cliente 34","2019-1790","Serviços","2019-12-12","Upselling","Vendedor 13","Brasil",1,"Time 3","R$ 15.000,00"
"Cliente 34","2020-2102","Produtos","2020-03-16","Upselling","Vendedor 13","Brasil",36,"Time 3","R$ 712.800,00"
"Cliente 34","2020-2420","Serviços","2020-06-30","Upselling","Vendedor 13","Brasil",12,"Time 3","R$ 151.430,40"
"Cliente 34","2020-2222","Licenciamento","2020-06-30","Upselling","Vendedor 13","Brasil",27,"Time 3","R$ 900.000,00"
"Cliente 34","2020-2995","Produtos","2020-12-14","Renovação","Vendedor 13","Brasil",6,"Time 3","R$ 151.435,02"
"Cliente 35","2018-0269","Licenciamento","2018-09-28","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 1.040.437,50"
"Cliente 36","2018-0486","Serviços","2018-10-01","Novo Logo","Vendedor 3","Brasil",1,"Time 1","R$ 31.200,00"
"Cliente 37","2018-0439","Licenciamento","2018-10-11","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 593.385,00"
"Cliente 37","2018-0534","Licenciamento","2018-10-30","Novo Logo","Vendedor 8","Mexico",12,"Time 6","R$ 429.600,00"
"Cliente 37","2018-0458","Licenciamento","2018-11-20","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 418.860,00"
"Cliente 37","2018-0291","Licenciamento","2018-11-29","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 279.240,00"
"Cliente 37","2018-0613","Licenciamento","2018-12-18","Upselling","Vendedor 8","Mexico",11,"Time 6","R$ 884.443,35"
"Cliente 37","2018-0684","Licenciamento","2018-12-27","Upselling","Vendedor 8","Mexico",10,"Time 6","R$ 214.681,86"
"Cliente 37","2019-1002","Licenciamento","2019-03-26","Upselling","Vendedor 8","Mexico",7,"Time 6","R$ 25.738,41"
"Cliente 37","2019-1079","Licenciamento","2019-07-27","Upselling","Vendedor 8","Mexico",16,"Time 6","R$ 1.981.245,39"
"Cliente 37","2019-1716","Licenciamento","2019-10-16","Upselling","Vendedor 8","Mexico",12,"Time 6","R$ 418.860,00"
"Cliente 38","2018-0438","Licenciamento","2018-10-31","Upselling","Vendedor 8","Mexico",15,"Time 6","R$ 322.200,00"
"Cliente 38","2018-0290","Licenciamento","2019-01-24","Renovação","Vendedor 8","Mexico",12,"Time 6","R$ 644.400,00"
"Cliente 38","2019-1792","Licenciamento","2020-01-14","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 257.760,00"
"Cliente 38","2020-1956","Licenciamento","2020-01-14","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 687.360,00"
"Cliente 38","2019-0839","Licenciamento","2020-01-17","Renovação","Vendedor 8","Mexico",12,"Time 9","R$ 257.760,00"
"Cliente 39","2018-0570","Serviços","2018-11-12","Upselling","Vendedor 6","Brasil",1,"Time 3","R$ 4.495,00"
"Cliente 4","2018-0035","Serviços","2018-01-24","Upselling","Vendedor 2","Brasil",3,"Time 2","R$ 198.750,00"
"Cliente 4","2018-0090","Serviços","2018-01-31","Upselling","Vendedor 2","Brasil",12,"Time 2","R$ 139.552,00"
"Cliente 4","2017-0133","Licenciamento","2018-01-31","Upselling","Vendedor 2","Brasil",12,"Time 2","R$ 249.819,77"
"Cliente 4","2018-0089","Serviços","2018-02-09","Upselling","Vendedor 2","Brasil",5,"Time 2","R$ 308.088,25"
"Cliente 4","2017-0134","Licenciamento","2018-02-14","Upselling","Vendedor 2","Brasil",12,"Time 2","R$ 254.476,08"
"Cliente 4","2017-0105","Serviços","2018-03-06","Upselling","Vendedor 2","Brasil",11,"Time 2","R$ 398.562,00"
"Cliente 4","2018-0184","Serviços","2018-04-24","Upselling","Vendedor 2","Brasil",1,"Time 2","R$ 80.000,00"
"Cliente 4","2018-0381","Serviços","2018-07-13","Upselling","Vendedor 2","Brasil",3,"Time 2","R$ 95.400,00"
"Cliente 4","2018-0418","Serviços","2018-08-15","Upselling","Vendedor 2","Brasil",1,"Time 2","R$ 48.150,00"
"Cliente 4","2018-0477","Serviços","2018-09-20","Upselling","Vendedor 2","Brasil",2,"Time 2","R$ 46.200,00"
"Cliente 4","2018-0502","Licenciamento","2018-10-24","Upselling","Vendedor 2","Brasil",14,"Time 2","R$ 206.191,57"
"Cliente 4","2018-0503","Licenciamento","2018-10-24","Upselling","Vendedor 2","Brasil",14,"Time 2","R$ 252.067,10"
"Cliente 4","2018-0421","Licenciamento","2018-10-24","Upselling","Vendedor 2","Brasil",14,"Time 2","R$ 294.737,19"
"Cliente 4","2018-0422","Serviços","2018-10-24","Upselling","Vendedor 2","Brasil",5,"Time 2","R$ 340.000,00"
"Cliente 4","2018-0573","Licenciamento","2018-11-12","Upselling","Vendedor 3","Brasil",14,"Time 1","R$ 90.784,44"
"Cliente 4","2018-0605","Serviços","2018-11-29","Upselling","Vendedor 3","Brasil",8,"Time 1","R$ 98.000,00"
"Cliente 4","2018-0606","Licenciamento","2018-11-29","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 136.176,66"
"Cliente 4","2018-0559","Licenciamento","2018-12-21","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 186.793,75"
"Cliente 4","2018-0560","Serviços","2018-12-21","Upselling","Vendedor 3","Brasil",2,"Time 1","R$ 278.927,69"
"Cliente 4","2018-0548","Serviços","2019-01-08","Cross selling","Vendedor 3","Brasil",1,"Time 1","R$ 15.899,16"
"Cliente 4","2019-1168","Licenciamento","2019-04-23","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 256.441,68"
"Cliente 4","2019-0762","Licenciamento","2019-04-23","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 963.921,84"
"Cliente 4","2019-1256","Licenciamento","2019-05-23","Upselling","Vendedor 3","Brasil",15,"Time 1","R$ 22.950,52"
"Cliente 4","2019-1266","Serviços","2019-05-28","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 58.000,00"
"Cliente 4","2019-1267","Licenciamento","2019-05-28","Upselling","Vendedor 3","Brasil",13,"Time 1","R$ 256.086,36"
"Cliente 4","2019-1238","Serviços","2019-06-25","Upselling","Vendedor 14","Brasil",4,"Time 3","R$ 109.845,66"
"Cliente 4","2019-1076","Serviços","2019-06-26","Upselling","Vendedor 14","Brasil",8,"Time 3","R$ 353.001,60"
"Cliente 4","2019-1130","Licenciamento","2019-08-26","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 45.901,05"
"Cliente 4","2019-1170","Licenciamento","2019-08-26","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 75.900,05"
"Cliente 4","2019-1131","Serviços","2019-08-26","Upselling","Vendedor 3","Brasil",4,"Time 1","R$ 647.795,56"
"Cliente 4","2019-1571","Licenciamento","2019-08-28","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 137.703,12"
"Cliente 4","2019-1760","Serviços","2019-11-14","Upselling","Vendedor 3","Brasil",5,"Time 1","R$ 262.889,30"
"Cliente 4","2019-1724","Licenciamento","2020-01-08","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 227.948,16"
"Cliente 4","2020-1980","Licenciamento","2020-02-27","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 220.330,44"
"Cliente 4","2020-2154","Licenciamento","2020-03-09","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 14.246,76"
"Cliente 4","2020-2155","Licenciamento","2020-03-09","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 116.001,00"
"Cliente 4","2020-2074","Licenciamento","2020-03-09","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 344.257,80"
"Cliente 4","2020-2270","Serviços","2020-04-20","Renovação","Vendedor 3","Brasil",2,"Time 1","R$ 175.607,50"
"Cliente 4","2020-2347","Licenciamento","2020-05-26","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 165.655,56"
"Cliente 4","2019-1725","Licenciamento","2020-05-26","Renovação","Vendedor 3","Brasil",24,"Time 1","R$ 388.818,40"
"Cliente 4","2019-1656","Licenciamento","2020-05-26","Renovação","Vendedor 3","Brasil",24,"Time 1","R$ 475.326,54"
"Cliente 4","2020-1964","Licenciamento","2020-06-12","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 87.605,18"
"Cliente 4","2020-1960","Licenciamento","2020-06-22","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 2.082.394,71"
"Cliente 4","2020-2119","Serviços","2020-06-25","Renovação","Vendedor 3","Brasil",3,"Time 1","R$ 78.120,00"
"Cliente 4","2020-2330","Serviços","2020-08-06","Renovação","Vendedor 3","Brasil",8,"Time 1","R$ 208.320,00"
"Cliente 4","2020-2566","Serviços","2020-08-21","Upselling","Vendedor 3","Brasil",3,"Time 1","R$ 139.230,00"
"Cliente 4","2020-2606","Serviços","2020-08-24","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 113.800,00"
"Cliente 4","2020-2922","Licenciamento","2020-10-15","Upselling","Vendedor 3","Brasil",25,"Time 1","R$ 333.238,92"
"Cliente 4","2020-3062","Licenciamento","2020-10-22","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 68.988,30"
"Cliente 4","2020-2955","Licenciamento","2020-10-22","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 83.309,70"
"Cliente 4","2020-2942","Licenciamento","2020-10-22","Upselling","Vendedor 3","Brasil",25,"Time 1","R$ 388.788,68"
"Cliente 4","2020-2948","Licenciamento","2020-10-30","Upselling","Vendedor 3","Brasil",13,"Time 1","R$ 275.950,08"
"Cliente 4","2019-1822","Licenciamento","2020-11-03","Renovação","Vendedor 3","Brasil",13,"Time 1","R$ 223.801,84"
"Cliente 4","2020-2269","Licenciamento","2020-12-18","Upselling","Vendedor 3","Brasil",24,"Time 1","R$ 748.118,92"
"Cliente 4","2020-2491","Serviços","2020-12-22","Upselling","Vendedor 3","Brasil",3,"Time 1","R$ 29.887,80"
"Cliente 4","2020-3150","Licenciamento","2021-02-02","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 137.275,36"
"Cliente 4","2021-3620","Serviços","2021-03-15","Renovação","Vendedor 3","Brasil",9,"Time 1","R$ 208.320,00"
"Cliente 4","2021-3528","Licenciamento","2021-03-19","Renovação","Vendedor 3","Brasil",12,"Time 1","R$ 382.597,81"
"Cliente 4","2021-3802","Produtos","2021-04-01","Upselling","Vendedor 3","Brasil",12,"Time 1","R$ 49.952,97"
"Cliente 4","2020-3098","Produtos","2021-04-30","Cross selling","Vendedor 29","Brasil",12,"Time 1","R$ 563.546,20"
"Cliente 40","2018-0571","Serviços","2018-11-12","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 4.495,00"
"Cliente 40","2018-0572","Serviços","2018-11-12","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 26.070,00"
"Cliente 40","2019-1306","Serviços","2019-06-17","Upselling","Vendedor 3","Brasil",1,"Time 1","R$ 22.474,98"
"Cliente 41","2018-0490","Produtos","2018-11-14","Novo Logo","Vendedor 1","Brasil",2,"Time 1","R$ 87.000,00"
"Cliente 42","2018-0626","Serviços","2018-12-12","Novo Logo","Vendedor 9","Brasil",1,"Time 3","R$ 48.000,00"
"Cliente 42","2019-0922","Serviços","2019-02-28","Upselling","Vendedor 9","Brasil",2,"Time 3","R$ 55.198,80"
"Cliente 42","2019-1119","Produtos","2019-03-28","Upselling","Vendedor 11","Brasil",5,"Time 3","R$ 150.000,00"
"Cliente 42","2018-0583","Produtos","2019-05-08","Novo Logo","Vendedor 11","Brasil",5,"Time 3","R$ 178.560,00"
"Cliente 42","2019-1206","Produtos","2019-05-14","Upselling","Vendedor 14","Brasil",1,"Time 3","R$ 27.000,00"
"Cliente 42","2019-1145","Serviços","2019-05-22","Upselling","Vendedor 9","Brasil",4,"Time 3","R$ 73.778,88"
"Cliente 43","2018-0659","Serviços","2018-12-18","Cross selling","Vendedor 6","Brasil",2,"Time 3","R$ 31.109,84"
"Cliente 43","2018-0319","Licenciamento","2018-12-18","Cross selling","Vendedor 6","Brasil",12,"Time 3","R$ 87.330,21"
"Cliente 43","2018-0658","Serviços","2018-12-18","Upselling","Vendedor 6","Brasil",2,"Time 3","R$ 130.000,00"
"Cliente 43","2018-0518","Produtos","2018-12-18","Upselling","Vendedor 6","Brasil",12,"Time 3","R$ 894.024,00"
"Cliente 43","2019-1147","Produtos","2019-05-08","Upselling","Vendedor 13","Brasil",13,"Time 3","R$ 197.340,00"
"Cliente 43","2019-0704","Serviços","2019-05-08","Upselling","Vendedor 13","Brasil",12,"Time 3","R$ 292.800,00"
"Cliente 43","2019-1129","Serviços","2019-05-08","Upselling","Vendedor 13","Brasil",12,"Time 3","R$ 306.660,00"
"Cliente 43","2019-1151","Serviços","2019-05-08","Upselling","Vendedor 13","Brasil",12,"Time 3","R$ 343.203,88"
"Cliente 43","2018-0217","Licenciamento","2019-07-17","Upselling","Vendedor 13","Brasil",22,"Time 3","R$ 573.915,00"
"Cliente 43","2019-1810","Serviços","2019-11-22","Upselling","Vendedor 13","Brasil",1,"Time 3","R$ 43.795,00"
"Cliente 43","2019-0847","Produtos","2019-12-18","Upselling","Vendedor 13","Brasil",12,"Time 3","R$ 670.518,00"
"Cliente 43","2018-0674","Licenciamento","2019-12-19","Cross selling","Vendedor 13","Brasil",37,"Time 3","R$ 618.480,00"
